0.023220	300.528856
0.232200	300.528856
0.278639	300.528856
0.510839	318.399232
0.835918	316.565388
1.114558	327.729042
1.532517	333.457645
1.787937	337.332236
2.113016	341.251848
2.461315	339.286382
2.832834	339.286382
3.134694	341.251848
3.459773	337.332236
3.761633	339.286382
4.109932	343.228699
4.411791	345.217003
4.736871	345.217003
5.015510	345.217003
5.317370	347.216825
5.596009	339.286382
5.804989	327.729042
6.083628	312.929324
6.176508	311.126984
6.339048	322.098853
6.594467	115.202354
6.733787	113.223246
6.919546	174.614116
6.989206	168.666118
7.128526	191.521124
7.407166	176.643034
7.546485	183.931706
7.662585	173.608412
7.709025	174.614116
7.848345	183.931706
8.173424	166.728822
8.243084	167.694673
8.498503	171.614350
8.823583	177.666317
9.148662	176.643034
9.450522	171.614350
9.798821	170.625924
10.147120	170.625924
10.425760	167.694673
10.495420	168.666118
10.588299	163.864521
10.727619	357.391054
10.820499	355.332633
10.959819	353.286068
11.122358	357.391054
11.400998	355.332633
11.772517	353.286068
11.911837	353.286068
12.004717	351.251290
12.167256	119.955851
12.283356	119.955851
12.445896	123.470825
12.561995	123.470825
12.654875	122.759686
12.747755	124.186085
12.887075	123.470825
12.956735	122.759686
13.165714	127.088797
13.235374	133.099350
13.328254	124.186085
13.490794	124.905487
13.676553	123.470825
13.955193	120.650748
14.048073	122.052642
14.187392	122.052642
14.396372	150.264428
14.558912	150.264428
