0.000000	0.000000
0.023220	300.528856
0.046440	295.365951
0.069660	295.365951
0.092880	295.365951
0.116100	293.664768
0.139320	293.664768
0.162540	293.664768
0.185760	295.365951
0.208980	298.797938
0.232200	300.528856
0.255420	298.797938
0.278639	300.528856
0.301859	300.528856
0.325079	298.797938
0.348299	298.797938
0.371519	298.797938
0.394739	298.797938
0.417959	300.528856
0.441179	302.269802
0.464399	302.269802
0.487619	305.782008
0.510839	318.399232
0.534059	314.742105
0.557279	311.126984
0.580499	309.335024
0.603719	305.782008
0.626939	302.269802
0.650159	300.528856
0.673379	297.076988
0.696599	297.076988
0.719819	297.076988
0.743039	300.528856
0.766259	304.020834
0.789478	307.553386
0.812698	314.742105
0.835918	316.565388
0.859138	314.742105
0.882358	311.126984
0.905578	305.782008
0.928798	302.269802
0.952018	300.528856
0.975238	304.020834
0.998458	307.553386
1.021678	311.126984
1.044898	316.565388
1.068118	322.098853
1.091338	327.729042
1.114558	327.729042
1.137778	327.729042
1.160998	323.964753
1.184218	322.098853
1.207438	318.399232
1.230658	312.929324
1.253878	309.335024
1.277098	314.742105
1.300317	316.565388
1.323537	320.243700
1.346757	323.964753
1.369977	325.841462
1.393197	327.729042
1.416417	329.627557
1.439637	329.627557
1.462857	329.627557
1.486077	331.537070
1.509297	331.537070
1.532517	333.457645
1.555737	331.537070
1.578957	329.627557
1.602177	329.627557
1.625397	327.729042
1.648617	325.841462
1.671837	325.841462
1.695057	327.729042
1.718277	331.537070
1.741497	333.457645
1.764717	335.389345
1.787937	337.332236
1.811156	337.332236
1.834376	335.389345
1.857596	335.389345
1.880816	333.457645
1.904036	329.627557
1.927256	325.841462
1.950476	323.964753
1.973696	322.098853
1.996916	325.841462
2.020136	327.729042
2.043356	331.537070
2.066576	337.332236
2.089796	339.286382
2.113016	341.251848
2.136236	341.251848
2.159456	339.286382
2.182676	335.389345
2.205896	329.627557
2.229116	325.841462
2.252336	323.964753
2.275556	322.098853
2.298776	322.098853
2.321995	323.964753
2.345215	325.841462
2.368435	329.627557
2.391655	333.457645
2.414875	335.389345
2.438095	337.332236
2.461315	339.286382
2.484535	339.286382
2.507755	337.332236
2.530975	333.457645
2.554195	331.537070
2.577415	329.627557
2.600635	327.729042
2.623855	325.841462
2.647075	325.841462
2.670295	327.729042
2.693515	327.729042
2.716735	329.627557
2.739955	333.457645
2.763175	335.389345
2.786395	335.389345
2.809615	337.332236
2.832834	339.286382
2.856054	337.332236
2.879274	335.389345
2.902494	331.537070
2.925714	329.627557
2.948934	325.841462
2.972154	323.964753
2.995374	323.964753
3.018594	323.964753
3.041814	327.729042
3.065034	333.457645
3.088254	337.332236
3.111474	339.286382
3.134694	341.251848
3.157914	341.251848
3.181134	337.332236
3.204354	335.389345
3.227574	331.537070
3.250794	327.729042
3.274014	325.841462
3.297234	323.964753
3.320454	322.098853
3.343673	322.098853
3.366893	323.964753
3.390113	329.627557
3.413333	333.457645
3.436553	335.389345
3.459773	337.332236
3.482993	335.389345
3.506213	333.457645
3.529433	329.627557
3.552653	325.841462
3.575873	323.964753
3.599093	320.243700
3.622313	320.243700
3.645533	320.243700
3.668753	322.098853
3.691973	325.841462
3.715193	331.537070
3.738413	335.389345
3.761633	339.286382
3.784853	339.286382
3.808073	337.332236
3.831293	335.389345
3.854512	333.457645
3.877732	329.627557
3.900952	325.841462
3.924172	323.964753
3.947392	320.243700
3.970612	322.098853
3.993832	323.964753
4.017052	329.627557
4.040272	335.389345
4.063492	339.286382
4.086712	341.251848
4.109932	343.228699
4.133152	341.251848
4.156372	339.286382
4.179592	333.457645
4.202812	327.729042
4.226032	323.964753
4.249252	322.098853
4.272472	322.098853
4.295692	323.964753
4.318912	327.729042
4.342132	335.389345
4.365351	341.251848
4.388571	343.228699
4.411791	345.217003
4.435011	343.228699
4.458231	339.286382
4.481451	335.389345
4.504671	331.537070
4.527891	325.841462
4.551111	320.243700
4.574331	318.399232
4.597551	320.243700
4.620771	325.841462
4.643991	329.627557
4.667211	337.332236
4.690431	343.228699
4.713651	343.228699
4.736871	345.217003
4.760091	343.228699
4.783311	339.286382
4.806531	337.332236
4.829751	333.457645
4.852971	329.627557
4.876190	327.729042
4.899410	327.729042
4.922630	329.627557
4.945850	335.389345
4.969070	339.286382
4.992290	343.228699
5.015510	345.217003
5.038730	343.228699
5.061950	343.228699
5.085170	341.251848
